"","first_name","last_name","player_id","pitch_hand","team","pitch_type","pitch_name","pitches","pitch_usage","pitch_speed","spin_rate","pitcher_break_x","pitcher_break_z","rv100","run_value","PA","AVG","SLG","wOBA","whiff_percent","k_percent","put_away","xBA","xSLG","xwOBA","hard_hit_percent"
"141","Joan","Adon",672851,"R","WSH","FF","4-Seamer",789,65.5,95,2186,10.7,15.4,-2.1,-17,208,0.288,0.529,0.414,15,15.4,17.1,0.288,0.539,0.415,41
"142","Gerrit","Cole",543037,"R","NYY","SL","Slider",739,22.6,88.7,2569,5,34.2,1.4,10,208,0.16,0.28,0.219,44.2,37,24.8,0.195,0.319,0.24,32.5
"143","Kyle","Finnegan",640448,"R","WSH","FF","4-Seamer",829,78.7,97,2069,11.6,13.8,0.7,6,207,0.217,0.354,0.281,25.9,27.5,22.1,0.207,0.339,0.272,45.9
"144","Noah","Syndergaard",592789,"R","PHI","SI","Sinker",650,32.1,93.6,2125,14.1,20.8,1.7,11,207,0.243,0.333,0.296,10.2,9.2,12.8,0.274,0.422,0.34,34.5
"145","Logan","Gilbert",669302,"R","SEA","SL","Slider",730,24.2,86.9,2289,6.1,31.6,0,0,207,0.223,0.335,0.268,25.1,27.1,16.3,0.23,0.36,0.276,41.3
"146","Clay","Holmes",605280,"R","NYY","SI","Sinker",783,79.8,97,2208,16.8,23.9,1.2,10,206,0.199,0.254,0.266,26.2,21.4,22.7,0.199,0.263,0.263,46.3
"147","Drew","Smyly",592767,"L","CHC","CU","Curveball",740,40.8,78.7,2119,2.6,44.2,0.5,4,206,0.225,0.34,0.266,32.7,29.1,19,0.243,0.366,0.276,30.7
"148","Drew","Rasmussen",656876,"R","TB","FF","4-Seamer",798,35.6,95.5,2398,2.3,13.6,1.4,11,205,0.223,0.342,0.27,18.7,20,15,0.231,0.351,0.275,42.2
"149","Tanner","Scott",656945,"L","MIA","SL","Slider",791,62.1,89.2,2735,5.2,35.1,0.1,1,204,0.238,0.363,0.324,36.4,30.4,23.1,0.225,0.329,0.313,32.1
"150","José","Berríos",621244,"R","TOR","FF","4-Seamer",755,27.7,94,2241,10.6,16.6,-2.2,-17,204,0.348,0.62,0.442,19,17.6,19.3,0.305,0.574,0.407,55.4
"151","Taylor","Hearn",621368,"L","TEX","FF","4-Seamer",858,48,94.8,2321,7.7,13.8,0.1,1,203,0.201,0.373,0.325,22.9,25.6,20.4,0.216,0.355,0.324,36.4
"152","Kris","Bubic",663460,"L","KC","CH","Changeup",628,27.8,80.7,1690,14.3,33.2,-0.3,-2,202,0.258,0.399,0.34,26.1,19.3,18.8,0.274,0.448,0.354,38.6
"153","Nestor","Cortes",641482,"L","NYY","FC","Cutter",735,29.8,86.9,2370,4.7,27.4,1.2,9,201,0.191,0.366,0.281,24.5,21.9,22.1,0.227,0.354,0.29,35.3
"154","Chris","Flexen",623167,"R","SEA","FC","Cutter",717,32.5,87.4,2356,6.6,28.5,0,0,200,0.265,0.392,0.307,23.3,15,17.8,0.266,0.402,0.307,37.9
"155","Jordan","Lyles",543475,"R","BAL","ST","Sweeper",716,24,80,2638,16.8,44.2,-0.2,-1,200,0.253,0.366,0.291,29.5,19.5,14,0.237,0.381,0.298,26.2
"156","Kyle","Wright",657140,"R","ATL","SI","Sinker",644,23.9,94.4,2260,16.6,25.9,1.9,12,199,0.232,0.305,0.303,15.7,12.1,17.9,0.26,0.352,0.315,37.7
"157","Miles","Mikolas",571945,"R","STL","SL","Slider",800,25.4,87.7,2381,3.9,31.1,0.3,2,199,0.239,0.41,0.304,21.2,11.1,10,0.302,0.484,0.359,35.7
"158","Germán","Márquez",608566,"R","COL","CU","Curveball",626,22.1,86.5,2577,1.1,38.3,1.2,7,199,0.141,0.241,0.186,37.1,44.7,25.1,0.163,0.265,0.202,34.6
"159","Germán","Márquez",608566,"R","COL","SI","Sinker",683,24.1,95.1,2111,14.3,21.1,-1.3,-9,198,0.328,0.567,0.419,10.1,1,4.8,0.329,0.531,0.396,57.1
"160","José","Berríos",621244,"R","TOR","SV","Slurve",842,30.9,82.9,2285,15.8,44.3,0.2,2,198,0.209,0.374,0.273,31.2,33.8,21.6,0.218,0.385,0.283,42.5
"161","Adam","Wainwright",425794,"R","STL","FC","Cutter",784,25,84.3,2411,6.3,32.1,0.5,4,198,0.283,0.44,0.344,17.9,11.1,12.3,0.28,0.459,0.341,33.7
"162","Mitch","Keller",656605,"R","PIT","FF","4-Seamer",887,33.3,95.5,2422,7.3,15.2,-0.1,-1,197,0.267,0.407,0.346,24.1,25.4,17.2,0.218,0.362,0.304,29.3
"163","Mitch","White",669952,"R","TOR","FF","4-Seamer",775,45.2,93.7,2276,4,15.2,-0.4,-3,197,0.292,0.474,0.38,11.4,12.2,12.2,0.268,0.403,0.343,33.8
"164","Tyler","Anderson",542881,"L","LAD","FC","Cutter",567,22,85.7,2421,2.5,27.2,0.9,5,197,0.213,0.346,0.273,18.3,18.8,18.6,0.23,0.331,0.264,23
"165","Ian","Anderson",666120,"R","ATL","CH","Changeup",669,33.4,88.2,1519,10.4,25.3,0.4,3,196,0.209,0.345,0.286,36.5,31.6,22.4,0.219,0.322,0.279,33
"166","Roansy","Contreras",672710,"R","PIT","FF","4-Seamer",770,48.5,95.6,2389,7.4,12.3,0,0,196,0.276,0.541,0.391,17.9,13.3,13.7,0.295,0.555,0.406,58.3
"167","Lance","Lynn",458681,"R","CWS","FF","4-Seamer",928,45.9,92.9,2443,3.7,18.3,0.9,9,196,0.2,0.351,0.276,33.4,31.1,21.9,0.198,0.35,0.261,34.7
"168","Sandy","Alcantara",645261,"R","MIA","FF","4-Seamer",816,25.1,98,2199,12,14.9,0.4,4,196,0.229,0.413,0.311,24.5,24.5,20.3,0.232,0.422,0.314,48.5
"169","Carlos","Carrasco",471911,"R","NYM","FF","4-Seamer",856,35.5,93.2,2282,7.6,17.5,-0.3,-3,195,0.337,0.551,0.405,19.8,16.9,13.6,0.298,0.511,0.375,49.3
"170","Madison","Bumgarner",518516,"L","AZ","FF","4-Seamer",868,32,91.2,2209,7.8,17.7,-2.8,-24,195,0.327,0.608,0.452,18.1,13.8,10.9,0.274,0.558,0.395,50
"171","MacKenzie","Gore",669022,"L","SD","FF","4-Seamer",767,61,94.7,2236,5.2,13,0.7,5,195,0.232,0.351,0.307,18.7,21,19.2,0.264,0.429,0.349,48.1
"172","Colin","Poche",621363,"L","TB","FF","4-Seamer",755,77.5,93.2,2230,0.9,10.7,0.6,5,195,0.218,0.406,0.31,27,24.1,20.2,0.217,0.369,0.301,32.3
"173","Austin","Gomber",596295,"L","COL","FF","4-Seamer",836,40.6,91,2156,6.3,15.6,-2.6,-21,195,0.376,0.618,0.453,12.9,11.8,13.5,0.327,0.523,0.4,45.7
"174","Corey","Kluber",446372,"R","TB","SI","Sinker",658,26.8,88.9,2075,16.3,26.1,-1.3,-8,192,0.28,0.474,0.358,10,13,14,0.284,0.471,0.354,42.1
"175","Jon","Gray",592351,"R","TEX","ST","Sweeper",733,35.5,84.9,2471,10.2,32.6,0,0,191,0.157,0.331,0.252,40.3,39.8,25,0.164,0.271,0.23,26.5
"176","Patrick","Corbin",571578,"L","WSH","SL","Slider",771,29.4,81.7,2184,2.9,39.6,-3,-23,191,0.309,0.571,0.412,36.9,29.8,20.7,0.258,0.46,0.34,40.7
"177","Merrill","Kelly",518876,"R","AZ","CH","Changeup",654,21.3,88.6,2158,16.6,32.3,0.2,1,190,0.239,0.361,0.278,28,23.2,19.7,0.216,0.312,0.25,31.2
"178","Lucas","Giolito",608337,"R","CWS","CH","Changeup",702,25.5,81,1448,11.3,30.5,-1,-7,189,0.248,0.418,0.337,38.5,33.9,25.8,0.218,0.313,0.291,19.8
"179","Austin","Voth",608723,"R","BAL","FF","4-Seamer",727,41.3,93.5,2356,7.2,13.9,-0.2,-1,188,0.275,0.455,0.346,21.8,20.2,17,0.261,0.473,0.352,42.1
"180","Joe","Musgrove",605397,"R","SD","FF","4-Seamer",679,24,92.9,2559,4.2,18.3,1.3,8,188,0.222,0.347,0.273,24.1,30.3,23.6,0.24,0.374,0.293,36.1
"181","Yu","Darvish",506433,"R","SD","FF","4-Seamer",759,25.5,95,2416,7.2,13.5,0.8,6,187,0.168,0.296,0.215,21.8,34.8,22.3,0.199,0.404,0.275,44.3
"182","Shohei","Ohtani",660271,"R","LAA","FF","4-Seamer",718,27.3,97.3,2217,3.5,14.5,0.4,3,187,0.283,0.392,0.346,20.3,19.3,19.6,0.285,0.408,0.346,33.8
"183","Sean","Manaea",640455,"L","SD","CH","Changeup",606,24.4,84.9,1439,13,31.2,-1.7,-10,187,0.299,0.529,0.365,29,24.1,22.2,0.257,0.438,0.325,45.1
"184","Tony","Gonsolin",664062,"R","LAD","FF","4-Seamer",789,39.2,93.1,2326,8.5,14.2,-0.1,-1,187,0.261,0.473,0.364,16.7,13.4,13.4,0.277,0.48,0.369,41.4
"185","Ian","Kennedy",453178,"R","AZ","FF","4-Seamer",706,81.4,93.4,2447,10.4,14.1,0.5,3,185,0.238,0.451,0.337,17.7,17.8,18,0.279,0.521,0.377,48.1
"186","Luis","Garcia",677651,"R","HOU","FC","Cutter",727,29.5,85.3,2354,5.1,32.2,1.3,9,185,0.151,0.247,0.225,42.8,34.1,25.2,0.184,0.277,0.244,28.6
"187","Carlos","Carrasco",471911,"R","NYM","CH","Changeup",593,24.6,87.4,1311,8.2,34.6,1.2,7,185,0.203,0.302,0.258,31.7,30.8,22.4,0.217,0.348,0.276,40
"188","Dean","Kremer",665152,"R","BAL","FC","Cutter",601,30.9,88,2478,4.7,27.1,1.7,10,185,0.259,0.356,0.297,21.8,14.6,14.4,0.268,0.392,0.306,35.6
"189","Luis","Castillo",622491,"R","SEA","FF","4-Seamer",825,32.9,97.1,2354,11.4,15.4,2.2,18,184,0.151,0.193,0.209,33.9,44,26.6,0.179,0.279,0.247,40
"190","Sonny","Gray",543243,"R","MIN","SI","Sinker",485,25.9,92,2438,13.4,22.7,0.1,0,184,0.216,0.401,0.315,17.9,32.1,27.7,0.224,0.38,0.307,49
"191","Brent","Suter",608718,"L","MIL","FF","4-Seamer",697,65.1,86.4,2147,3.8,23.7,-1.2,-8,184,0.307,0.536,0.403,19.7,12.5,11.9,0.286,0.421,0.343,36.1
"192","Joe","Musgrove",605397,"R","SD","SL","Slider",696,24.6,82.9,2714,12.7,41.9,0.1,1,184,0.222,0.359,0.29,35.9,31.5,21.4,0.224,0.345,0.286,27.9
"193","Yusei","Kikuchi",579328,"L","TOR","FF","4-Seamer",932,50.6,94.9,2270,11.5,13.6,-1.3,-12,184,0.252,0.497,0.393,26.6,23.4,20.9,0.275,0.562,0.424,52.8
"194","Patrick","Sandoval",663776,"L","LAA","CH","Changeup",604,24.6,83.7,1608,14.3,30.6,-0.3,-2,184,0.215,0.288,0.28,44.5,39.7,24.4,0.214,0.295,0.275,30.4
"195","Alex","Colomé",517008,"R","COL","FC","Cutter",678,84.4,90.8,2153,1.8,26.5,-0.4,-3,183,0.277,0.428,0.328,20.3,17.5,17.5,0.266,0.427,0.316,44.4
"196","Clayton","Kershaw",477132,"L","LAD","FF","4-Seamer",736,40,90.7,2408,0.5,14.7,1.2,8,182,0.212,0.329,0.265,9.9,15.4,19,0.228,0.367,0.282,34.3
"197","Daniel","Lynch IV",663738,"L","KC","SL","Slider",720,29.6,86,2018,0.4,33.6,-1.8,-13,182,0.27,0.522,0.376,32.8,29.1,18.9,0.262,0.448,0.34,51.4
"198","Luis","Severino",622663,"R","NYY","FF","4-Seamer",784,47.8,96.3,2257,7.6,12.2,1.4,11,182,0.186,0.377,0.284,20.7,19.2,16.7,0.227,0.392,0.3,45.1
"199","Jeffrey","Springs",605488,"L","TB","FF","4-Seamer",868,40.4,91.4,2254,11.4,15.3,0.5,4,182,0.209,0.393,0.315,26.5,29.1,18.9,0.244,0.456,0.344,53.6
"200","Aaron","Nola",605400,"R","PHI","SI","Sinker",572,18.8,92.2,2199,17,22.6,1.9,11,182,0.176,0.271,0.23,11.1,30.2,31.3,0.197,0.311,0.249,35.3
"201","Mike","Minor",501985,"L","CIN","FF","4-Seamer",724,41.4,90.4,2471,3.9,19.2,-1.1,-8,181,0.321,0.571,0.419,15.6,12.2,11.8,0.271,0.449,0.36,41.5
"202","Andrew","Heaney",571760,"L","LAD","FF","4-Seamer",769,62.5,93,2442,14.8,17.5,0,0,180,0.228,0.449,0.356,30.5,33.9,28.9,0.223,0.402,0.317,52
"203","Carlos","Carrasco",471911,"R","NYM","SL","Slider",590,24.5,84.8,2456,2.3,35.7,0.6,4,180,0.224,0.341,0.265,35.5,32.2,25.6,0.203,0.31,0.245,29.2
"204","Bryse","Wilson",669060,"R","PIT","SI","Sinker",598,32.8,92.1,1958,16.1,24.3,0.4,2,179,0.306,0.4,0.36,11.9,11.7,16.9,0.296,0.407,0.342,48.9
"205","Zack","Greinke",425844,"R","KC","FF","4-Seamer",870,38.3,89.2,2286,2.1,18.4,1,9,179,0.299,0.455,0.351,15.4,12.8,11.9,0.332,0.579,0.411,50.7
"206","Drew","Hutchison",571800,"R","DET","FF","4-Seamer",724,41.2,92.4,2257,3.7,15.1,-1.1,-8,179,0.297,0.493,0.405,16,11.7,10.4,0.294,0.539,0.416,44.2
"207","Spenser","Watkins",657093,"R","BAL","FF","4-Seamer",630,38.4,91.4,2259,1.2,16.2,-0.5,-3,178,0.268,0.446,0.349,8.6,7.9,9,0.31,0.529,0.393,44.8
"208","Garrett","Whitlock",676477,"R","BOS","SI","Sinker",692,59.3,95.3,2152,15.3,17.2,1,7,178,0.244,0.372,0.301,25.2,23,22.3,0.232,0.366,0.289,39.5
"209","Frankie","Montas",593423,"R","NYY","FF","4-Seamer",661,28.4,96.1,2357,6.3,12.8,-0.7,-4,177,0.276,0.429,0.332,26.3,31.6,21.1,0.225,0.376,0.306,40.8
"210","Ross","Stripling",548389,"R","TOR","CH","Changeup",553,27.2,82.6,1680,10.9,29.7,0.3,2,176,0.203,0.355,0.245,34,29,20.2,0.227,0.318,0.239,30.9
"211","John","Brebbia",605154,"R","SF","SL","Slider",587,53.8,84,2548,5.9,35.4,-0.2,-1,176,0.299,0.433,0.339,23.2,11.4,12.5,0.258,0.384,0.298,38.8
"212","Mike","Clevinger",605182,"R","SD","FF","4-Seamer",706,36.6,93.6,2301,8.7,14.2,0,0,176,0.252,0.497,0.359,21.1,18.2,15.7,0.275,0.538,0.388,48.8
"213","Michael","Wacha",608379,"R","BOS","FF","4-Seamer",643,33,93,2122,6.7,12.4,-1.4,-9,176,0.287,0.537,0.386,14,18.2,15.5,0.291,0.542,0.384,46.5
"214","Carl","Edwards Jr.",605218,"R","WSH","FF","4-Seamer",673,66.4,94.6,2521,1.8,14.2,0.6,4,175,0.224,0.342,0.307,21.6,22.9,19.6,0.198,0.32,0.282,35.4
"215","Paul","Blackburn",621112,"R","OAK","SI","Sinker",599,34,91.7,2001,12.8,22.5,-0.3,-2,174,0.265,0.391,0.356,14.5,12.6,16.8,0.281,0.412,0.352,50.8
"216","Glenn","Otto",657248,"R","TEX","ST","Sweeper",613,27.5,81.1,2590,16.5,42.4,-0.4,-3,174,0.225,0.406,0.296,33.2,30.5,23.2,0.21,0.366,0.286,30
"217","Taijuan","Walker",592836,"R","NYM","FF","4-Seamer",744,29.8,93.7,2148,10.1,14,-0.5,-4,173,0.266,0.461,0.353,21.3,22.5,17,0.246,0.473,0.35,48.7
"218","Kyle","Freeland",607536,"L","COL","CU","Curveball",517,18.2,80.9,2446,4.3,48.5,-0.5,-3,173,0.203,0.32,0.277,31.6,36.4,19.6,0.213,0.348,0.292,37.6
"219","Triston","McKenzie",663474,"R","CLE","SL","Slider",616,21.9,87.3,2197,5.3,25.7,-1.8,-11,173,0.272,0.503,0.342,27,17.3,17.8,0.26,0.45,0.313,30.9
"220","Rowan","Wick",592858,"R","CHC","FF","4-Seamer",633,54.9,94.9,2255,2.8,12.7,0.9,6,173,0.248,0.399,0.323,21.3,26,23.4,0.271,0.467,0.353,43.2
"221","Shane","McClanahan",663556,"L","TB","CH","Changeup",626,25.4,87.7,1732,16,25.4,2.1,13,172,0.145,0.181,0.167,44.6,35.5,27.9,0.186,0.243,0.202,24.3
"222","Tony","Gonsolin",664062,"R","LAD","FS","Splitter",555,27.5,83.5,1411,12.4,36.8,2.9,16,172,0.113,0.202,0.147,32.3,34.9,23,0.186,0.258,0.204,32.4
"223","Frankie","Montas",593423,"R","NYY","FS","Splitter",593,25.5,86.4,1467,12.1,33.4,0.1,1,172,0.177,0.28,0.237,36.1,34.9,19.9,0.18,0.28,0.223,33.7
"224","Zack","Wheeler",554430,"R","PHI","SL","Slider",635,26.9,90.6,2457,2.3,26.8,0.4,2,172,0.202,0.35,0.27,24.7,27.3,22.6,0.216,0.333,0.26,30.2
"225","Jordan","Hicks",663855,"R","STL","SI","Sinker",686,65.3,99.4,2039,15.8,19.7,0,0,172,0.259,0.343,0.341,13.8,9.3,12,0.27,0.397,0.355,35.9
"226","Justin","Steele",657006,"L","CHC","SL","Slider",632,31.1,82,2687,14,43.3,1.4,9,172,0.138,0.219,0.183,32.1,42.4,24,0.176,0.264,0.224,30.3
"227","Tyler","Rogers",643511,"R","SF","SI","Sinker",604,51.8,83.2,1935,1.5,53.2,0.8,5,172,0.26,0.305,0.306,12.5,5.8,9.5,0.267,0.34,0.311,38.2
"228","Kyle","Freeland",607536,"L","COL","FF","4-Seamer",674,23.7,90.2,2390,5.7,20.2,0.1,0,171,0.284,0.484,0.366,17.7,8.2,11.5,0.27,0.46,0.342,41
"229","Yusei","Kikuchi",579328,"L","TOR","SL","Slider",559,30.3,86.6,2355,3.1,34.5,-1.3,-8,171,0.289,0.612,0.423,32.8,27.5,24,0.25,0.455,0.345,45.7
"230","Nathan","Eovaldi",543135,"R","BOS","FF","4-Seamer",667,38.4,95.7,2128,12.3,15.5,-0.1,-1,171,0.306,0.522,0.375,16.3,17.5,15.7,0.291,0.562,0.388,49.6
"231","Drew","Hutchison",571800,"R","DET","SL","Slider",653,37.1,86,2582,4.5,37.2,0.2,1,171,0.274,0.39,0.314,27.6,19.3,16.2,0.26,0.413,0.307,43.2
"232","Lucas","Giolito",608337,"R","CWS","SL","Slider",649,23.6,84.4,1959,3.5,37.2,-0.8,-5,171,0.28,0.488,0.338,30.8,23.4,21.5,0.269,0.423,0.311,46.4
"233","Kyle","Freeland",607536,"L","COL","SI","Sinker",636,22.4,89.6,2350,12.9,27.5,0,0,171,0.322,0.503,0.395,11.5,8.2,13.7,0.304,0.484,0.381,45.3
"234","Carlos","Estévez",608032,"R","COL","FF","4-Seamer",721,70.6,97.5,2241,10,14.1,0.2,2,171,0.22,0.393,0.318,21,21.1,14,0.258,0.436,0.343,41.7
"235","Johnny","Cueto",456501,"R","CWS","SI","Sinker",551,23.2,91.4,2111,16.8,23.6,0.6,3,171,0.295,0.436,0.35,10.5,8.8,12.8,0.289,0.438,0.339,34
"236","Freddy","Peralta",642547,"R","MIL","FF","4-Seamer",743,54.9,92.6,2352,8.8,16,0.3,2,171,0.211,0.336,0.28,24.9,28.7,20,0.202,0.329,0.275,35.2
"237","Craig","Kimbrel",518886,"R","LAD","FF","4-Seamer",738,68.5,95.8,2264,10.4,15.4,0.2,1,170,0.259,0.408,0.34,23.4,25.3,18.5,0.199,0.345,0.294,44.8
"238","Sandy","Alcantara",645261,"R","MIA","SL","Slider",714,22,90,2355,0.3,30.5,0.4,3,170,0.217,0.36,0.267,31.1,30.6,23.1,0.217,0.369,0.272,45.5
"239","David","Peterson",656849,"L","NYM","FF","4-Seamer",716,37.9,93.7,2083,9,17.5,0,0,170,0.28,0.427,0.371,20.4,19.4,20.1,0.254,0.409,0.349,36.9
"240","Drew","Rasmussen",656876,"R","TB","FC","Cutter",727,32.5,90.3,2612,1.4,29.3,1.7,12,170,0.252,0.365,0.313,30.4,16.5,23.5,0.246,0.387,0.305,37.4
"241","Matt","Wisler",605538,"R","TB","SL","Slider",684,91.3,79.8,2479,8.1,43.7,0.7,5,170,0.188,0.37,0.28,25.4,20.6,15.8,0.205,0.395,0.289,32
"242","Ross","Stripling",548389,"R","TOR","FF","4-Seamer",685,33.7,91.9,2124,5.2,13.7,0.4,3,170,0.237,0.391,0.318,20.2,22.4,17.2,0.268,0.485,0.353,52.5
"243","Konnor","Pilkington",663455,"L","CLE","FF","4-Seamer",658,63.3,92.1,2220,9.4,16,-0.2,-2,169,0.252,0.403,0.362,25.1,18.3,18.2,0.246,0.441,0.368,49.5
"244","Andrés","Muñoz",662253,"R","SEA","SL","Slider",662,64.6,88.6,2226,4.3,29.7,3,20,169,0.126,0.176,0.162,50.8,46.2,31.3,0.12,0.175,0.162,24.4
"245","Michael","Wacha",608379,"R","BOS","CH","Changeup",580,29.8,84.3,1583,12.5,26.2,1.5,9,168,0.17,0.314,0.246,34.9,37.5,22,0.176,0.292,0.248,21.7
"246","Tyler","Wells",669330,"R","BAL","FF","4-Seamer",686,41.6,93.5,2459,5.8,11.5,-0.8,-5,168,0.258,0.516,0.349,21.4,14.3,13.4,0.283,0.581,0.386,54.9
"247","Michael","Fulmer",605242,"R","MIN","FC","Cutter",660,63.3,90.3,2414,4.3,26.6,1.4,9,168,0.232,0.342,0.287,30.1,23.2,24.5,0.222,0.338,0.269,31.1
"248","JP","Sears",676664,"L","OAK","FF","4-Seamer",611,56.6,93.2,2152,12.1,17.9,-1.4,-8,168,0.318,0.494,0.385,16.4,17.9,16.1,0.298,0.493,0.367,51.2
"249","Roansy","Contreras",672710,"R","PIT","SL","Slider",547,34.4,83.8,2489,4.3,40.3,0.5,3,167,0.162,0.273,0.242,41.8,32.3,24.1,0.177,0.299,0.247,36.3
"250","Luis","Castillo",622491,"R","SEA","SI","Sinker",595,23.7,96.9,2163,17.8,23.3,-0.5,-3,167,0.277,0.432,0.354,12.3,12,13.7,0.272,0.401,0.333,46.9
"251","Nabil","Crismatt",622503,"R","SD","CH","Changeup",532,50.1,82.7,1696,13.1,38.8,1.2,7,166,0.212,0.327,0.263,30,25.3,23.9,0.23,0.339,0.27,34.8
"252","Cristian","Javier",664299,"R","HOU","SL","Slider",705,27.6,79.9,2621,15.1,40.2,1.2,8,166,0.121,0.223,0.181,39.4,44,28,0.126,0.211,0.176,22.6
"253","Dillon","Tate",622253,"R","BAL","SI","Sinker",543,50.4,94,1970,17.2,25.2,3.9,21,165,0.214,0.26,0.248,10.8,11.5,16.1,0.247,0.336,0.281,40.4
"254","Rich","Hill",448179,"L","BOS","FF","4-Seamer",708,35.6,88.5,2252,8.2,16.4,-1.2,-9,165,0.318,0.547,0.395,24.3,24.2,22.7,0.265,0.49,0.362,44
"255","Ryan","Feltner",663372,"R","COL","FF","4-Seamer",591,35.3,94.5,2346,6.6,17,-2.4,-14,165,0.336,0.614,0.453,19.5,16.4,14.5,0.308,0.573,0.425,51.3
"256","Cole","Irvin",608344,"L","OAK","CH","Changeup",477,18.3,83,1553,13.3,32.5,0.2,1,165,0.244,0.359,0.28,20.7,9.1,12.9,0.25,0.411,0.303,36.6
"257","Liam","Hendriks",521230,"R","CWS","FF","4-Seamer",574,60.5,97.6,2398,6,10.1,1.3,8,165,0.248,0.393,0.309,28.2,26.7,31.2,0.226,0.4,0.307,40.2
"258","Cole","Irvin",608344,"L","OAK","SI","Sinker",561,21.5,90.3,1940,14.5,21.7,-0.3,-2,164,0.287,0.453,0.363,13.3,8.5,12.6,0.313,0.524,0.383,38.7
"259","Jordan","Montgomery",656756,"L","STL","CH","Changeup",604,22.2,82.3,1679,10.9,28.5,0.1,1,164,0.256,0.41,0.303,40.9,17.1,16.4,0.24,0.373,0.283,30.2
"260","Zach","Plesac",668676,"R","CLE","SL","Slider",523,24.3,85.4,2125,1.4,29.9,-0.4,-2,164,0.21,0.338,0.283,37.5,32.3,24.8,0.244,0.381,0.289,34.6
"261","Mitch","Keller",656605,"R","PIT","SI","Sinker",591,22.2,94.4,2366,14.8,19.7,1.3,8,163,0.307,0.4,0.366,13,6.7,20.4,0.319,0.428,0.375,38.9
"262","Erick","Fedde",607200,"R","WSH","FC","Cutter",669,27.6,89.2,2123,1.7,26.7,0,0,163,0.238,0.442,0.316,17.2,19,12.4,0.242,0.443,0.331,37.8
"263","Bryan","Baker",641329,"R","BAL","FF","4-Seamer",663,56.1,96.2,2335,2.4,11.8,1.3,9,163,0.239,0.324,0.3,27.3,22.7,19.1,0.257,0.37,0.323,46.2
"264","Jason","Foley",671345,"R","DET","SI","Sinker",584,60.8,96.3,2034,17.2,23.8,0.5,3,163,0.297,0.348,0.311,13.6,17.8,19.6,0.263,0.333,0.28,45.7
"265","Edwin","Díaz",621242,"R","NYM","SL","Slider",539,58.1,90.8,2274,1.5,28.8,4.1,22,162,0.114,0.134,0.154,54.7,54.3,38.4,0.126,0.174,0.176,41.3
"266","Zach","Thompson",605507,"R","PIT","FC","Cutter",693,33.3,86.8,2580,3.4,32.1,-0.9,-6,162,0.289,0.53,0.395,23.3,13.6,12.1,0.296,0.496,0.37,42.5
"267","Tim","Mayza",641835,"L","TOR","SI","Sinker",603,82.5,93.7,2032,17.1,22.4,1.4,8,162,0.233,0.347,0.277,20.7,21,23,0.262,0.386,0.308,35.6
"268","Drew","Rasmussen",656876,"R","TB","ST","Sweeper",514,23,84.6,2470,12.4,42.2,-0.6,-3,161,0.205,0.363,0.286,28.4,30.4,17.9,0.246,0.408,0.318,43.9
"269","Griffin","Jax",643377,"R","MIN","ST","Sweeper",560,48.4,86.4,2844,11.4,38.8,1.3,7,161,0.187,0.26,0.231,36.8,34.8,24.5,0.194,0.293,0.238,34.4
"270","Triston","McKenzie",663474,"R","CLE","CU","Curveball",616,21.9,79.4,2198,7.9,51.3,1.4,9,161,0.12,0.203,0.154,45,52.8,31.1,0.14,0.22,0.165,34.2
"271","Taylor","Rogers",573124,"L","MIL","ST","Sweeper",619,57.1,80.9,2693,14.1,40.4,0,0,160,0.191,0.383,0.284,38,34.4,25,0.2,0.343,0.279,26.7
"272","Dakota","Hudson",641712,"R","STL","SL","Slider",566,25.1,87.6,2371,0.4,31,-0.2,-1,159,0.217,0.333,0.289,25,15.1,14.5,0.23,0.378,0.307,35.6
"273","Dane","Dunning",641540,"R","TEX","CH","Changeup",515,20.2,84,1860,17.2,34.7,0.2,1,159,0.262,0.455,0.338,28.2,20.1,23.5,0.25,0.388,0.304,31.9
"274","Keegan","Akin",669211,"L","BAL","FF","4-Seamer",642,52,93.5,2256,10.7,13.6,0.9,6,158,0.238,0.406,0.308,27,29.1,25.3,0.245,0.387,0.308,43.4
"275","Mark","Melancon",453343,"R","AZ","FC","Cutter",556,62.8,90.9,2266,1,23.6,0,0,158,0.289,0.423,0.348,16.1,8.9,12,0.292,0.451,0.356,34.9
"276","Vince","Velasquez",592826,"R","CWS","FF","4-Seamer",568,44.2,93.2,2416,5.2,13.1,1,6,158,0.197,0.352,0.273,23.2,23.4,20.1,0.227,0.477,0.334,48.6
"277","Jordan","Lyles",543475,"R","BAL","SI","Sinker",525,17.6,90.8,2095,13.4,20.8,-0.7,-4,158,0.319,0.493,0.393,15.5,21.5,26.4,0.263,0.417,0.329,40.9
"278","Kenley","Jansen",445276,"R","ATL","FC","Cutter",654,65,92.2,2564,8.3,15.7,1.6,11,158,0.17,0.262,0.233,28.4,32.9,29.2,0.157,0.24,0.224,30.8
"279","Shane","Bieber",669456,"R","CLE","CU","Curveball",514,17.9,82,2197,9.9,51.6,1.6,8,158,0.191,0.276,0.214,40.7,41.8,25.6,0.202,0.312,0.232,48.9
"280","Robbie","Ray",592662,"L","SEA","SI","Sinker",637,20.9,93.3,2191,15.4,18.7,-0.6,-4,158,0.299,0.53,0.406,22.8,14.6,16.3,0.274,0.451,0.373,38.7
