"","first_name","last_name","player_id","pitch_hand","team","pitch_type","pitch_name","pitches","pitch_usage","pitch_speed","spin_rate","pitcher_break_x","pitcher_break_z","rv100","run_value","PA","AVG","SLG","wOBA","whiff_percent","k_percent","put_away","xBA","xSLG","xwOBA","hard_hit_percent"
"1805","Mark","Leiter Jr.",643410,"R","CHC","FC","Cutter",105,9.7,87.4,2085,3.2,29.7,-2.6,-3,24,0.348,0.913,0.525,26.2,29.2,25,0.305,0.682,0.43,62.5
"1806","Ethan","Roberts",681799,"R","CHC","FC","Cutter",120,67.8,93.2,2597,2.3,22.2,-2.4,-3,24,0.278,0.556,0.438,18.3,25,14.3,0.281,0.474,0.419,66.7
"1807","Carlos","Hernández",672578,"R","KC","FS","Splitter",106,10.2,85,1183,9.5,28.7,-1.9,-2,24,0.273,0.455,0.315,30.2,20.8,18.5,0.162,0.3,0.221,27.8
"1808","Connor","Overton",656818,"R","CIN","CH","Changeup",87,18.6,84.9,1712,15.8,31.5,0.6,1,24,0.167,0.333,0.21,15.9,8.3,10.5,0.161,0.221,0.165,18.2
"1809","Lou","Trivino",642152,"R","NYY","FC","Cutter",148,15.5,92.3,2277,2,25.2,0.3,0,24,0.333,0.333,0.35,24.2,16.7,22.2,0.304,0.389,0.352,52.9
"1810","Luke","Farrell",608652,"R","CIN","FF","4-Seamer",138,48.4,91.1,2327,3.7,15.3,-0.9,-1,24,0.286,0.571,0.404,14.3,4.2,5.9,0.311,0.563,0.414,40
"1811","Rico","Garcia",670329,"R","BAL","FF","4-Seamer",84,61.8,95.5,2379,5.9,11.2,2.3,2,24,0.182,0.318,0.254,12.5,8.3,10,0.221,0.323,0.273,50
"1812","Connor","Overton",656818,"R","CIN","SL","Slider",93,19.8,81.9,2438,1.8,40.4,3.8,3,24,0.083,0.083,0.075,31.3,16.7,12.5,0.169,0.295,0.199,25
"1813","Ronny","Henriquez",678692,"R","MIN","SL","Slider",84,46.4,86.1,2537,0.2,32.4,3.6,3,24,0.136,0.227,0.238,31.6,25,27.3,0.157,0.273,0.226,31.3
"1814","Thomas","Szapucki",663378,"L","SF","CU","Curveball",101,34.7,80,2635,6.1,56.8,0,0,24,0.217,0.348,0.26,32.4,41.7,21.3,0.191,0.249,0.215,38.5
"1815","Archie","Bradley",605151,"R","LAA","FF","4-Seamer",90,29.5,93.7,2188,9.9,14.8,-1.9,-2,24,0.286,0.524,0.388,31.1,25,16.2,0.241,0.552,0.378,60
"1816","Luis L.","Ortiz",682847,"R","PIT","SL","Slider",102,37.1,87.7,2527,4.5,34.6,-1.5,-2,24,0.174,0.304,0.3,47.3,33.3,22.2,0.171,0.327,0.23,20
"1817","José","Urquidy",664353,"R","HOU","FC","Cutter",128,4.8,87.4,2508,4.2,29.7,0.2,0,24,0.227,0.273,0.26,30.4,12.5,11.1,0.325,0.518,0.395,36.8
"1818","Zack","Littell",641793,"R","SF","FS","Splitter",93,12.3,85.6,880,7.3,33.8,-0.9,-1,24,0.182,0.227,0.223,35.7,25,14.3,0.189,0.319,0.26,37.5
"1819","Casey","Mize",663554,"R","DET","FF","4-Seamer",83,49.1,93.4,1951,8.8,16.3,-1.8,-1,24,0.273,0.636,0.402,10.5,8.3,8.3,0.306,0.767,0.472,55
"1820","Tyler","Duffey",608648,"R","MIN","SL","Slider",92,12.4,83.7,2381,11.6,41.3,-2.9,-3,24,0.3,0.45,0.388,34.9,16.7,11.4,0.259,0.364,0.341,18.8
"1821","Craig","Stammen",489334,"R","SD","SL","Slider",86,12.3,81.5,2382,10.9,43.5,-0.2,0,24,0.174,0.435,0.271,45.7,45.8,21.2,0.119,0.245,0.178,16.7
"1822","Bailey","Ober",641927,"R","MIN","CU","Curveball",102,11.9,76.7,2241,9.5,57.2,2.4,2,24,0.095,0.143,0.148,26.3,20.8,26.3,0.216,0.281,0.249,29.4
"1823","Shawn","Armstrong",542888,"R","TB","SL","Slider",69,6.6,86.1,2518,10.1,38.9,-3,-2,24,0.348,0.478,0.344,23.7,25,18.2,0.266,0.423,0.28,61.1
"1824","Rony","García",665621,"R","DET","CH","Changeup",97,11,87.5,1748,12.1,26.9,0.7,1,23,0.273,0.364,0.296,15.6,13,10.7,0.365,0.481,0.385,47.4
"1825","Justin","Bruihl",677865,"L","LAD","SL","Slider",68,19.9,77.5,2391,15.8,48,-1.5,-1,23,0.19,0.429,0.296,29.7,26.1,14,0.226,0.339,0.284,20
"1826","Chris","Martin",455119,"R","LAD","SI","Sinker",71,8.3,94.6,2064,14.5,19.9,-2.2,-2,23,0.273,0.455,0.446,12.2,8.7,14.3,0.299,0.426,0.331,35
"1827","Beau","Sulser",676641,"R","BAL","FC","Cutter",82,22.8,88.1,2342,0.7,26.3,-0.7,-1,23,0.227,0.364,0.352,21.4,13,23.1,0.161,0.195,0.178,5.3
"1828","Ryan","Thompson",657044,"R","TB","FF","4-Seamer",69,10.2,91.6,2149,13.8,26.7,2.4,2,23,0.091,0.227,0.157,20.5,30.4,12.3,0.147,0.31,0.213,26.7
"1829","Tyler","Wells",669330,"R","BAL","ST","Sweeper",97,5.9,79.5,2586,15.3,42.8,0.7,1,23,0.217,0.261,0.211,29.3,21.7,12.8,0.161,0.203,0.158,11.1
"1830","T.J.","McFarland",519008,"L","STL","CH","Changeup",107,22,81.8,1623,14.9,40.5,-6.4,-7,23,0.364,1,0.591,28.6,13,12,0.392,0.826,0.524,57.9
"1831","Manny","Bañuelos",544365,"L","PIT","FF","4-Seamer",148,20.6,93.7,2049,11.5,17.8,-1.1,-2,23,0.167,0.278,0.3,22.8,34.8,14.5,0.179,0.221,0.284,50
"1832","Albert","Abreu",656061,"R","NYY","FF","4-Seamer",84,11.9,97.6,2160,10.6,12.9,-5.9,-5,23,0.385,0.615,0.587,13.3,17.4,17.4,0.352,0.544,0.523,55.6
"1833","Ross","Stripling",548389,"R","TOR","CU","Curveball",196,9.6,76.1,2377,7.2,59,-0.7,-1,23,0.455,0.682,0.47,17.4,4.3,5.6,0.403,0.571,0.407,40.9
"1834","Vince","Velasquez",592826,"R","CWS","SI","Sinker",99,7.7,91.9,2260,12.3,18.4,-2.1,-2,23,0.348,0.565,0.391,5,0,0,0.385,0.63,0.437,39.1
"1835","Jared","Koenig",657649,"L","OAK","CH","Changeup",88,13.5,83,1621,13.2,32.4,-5.3,-5,23,0.4,0.6,0.465,15.6,8.7,11.8,0.37,0.557,0.443,50
"1836","Tyler","Gilbert",656457,"L","AZ","FS","Splitter",73,12.9,81.7,1431,11.6,30.5,-0.8,-1,23,0.136,0.273,0.173,24.3,13,15,0.205,0.329,0.23,35
"1837","Dillon","Peters",596071,"L","PIT","SL","Slider",70,11,84.7,2377,3.8,38.8,-6.3,-4,23,0.333,0.619,0.448,11.4,8.7,8,0.195,0.46,0.313,36.8
"1838","Adam","Ottavino",493603,"R","NYM","FF","4-Seamer",129,12.2,94.7,2352,8.2,16.6,-4.3,-5,23,0.429,0.857,0.524,23.2,26.1,11.5,0.346,0.726,0.448,75
"1839","Tyson","Miller",668338,"R","TEX","FF","4-Seamer",102,44.7,90.8,2096,2.2,22.6,-0.6,-1,23,0.333,0.333,0.387,19.6,4.3,5.3,0.247,0.319,0.344,23.5
"1840","J.P.","Feyereisen",656420,"R","TB","SL","Slider",100,29.1,84,2715,8.2,37.5,2.1,2,23,0.136,0.136,0.187,36.2,34.8,23.5,0.234,0.332,0.264,28.6
"1841","Hirokazu","Sawamura",617228,"R","BOS","SL","Slider",115,13.7,85.8,2298,7,32.3,1,1,23,0.136,0.273,0.165,38.9,21.7,19.2,0.122,0.242,0.154,11.1
"1842","Zack","Kelly",677161,"R","BOS","CH","Changeup",87,39.2,82,2380,17.6,33.9,-2.5,-2,23,0.333,0.524,0.398,20.5,26.1,19.4,0.191,0.36,0.276,20
"1843","Rowan","Wick",592858,"R","CHC","SL","Slider",60,5.2,82.2,2149,11.8,37.5,-1.1,-1,23,0.304,0.565,0.37,36.1,21.7,20.8,0.259,0.433,0.297,38.9
"1844","Drew","VerHagen",572403,"R","STL","FF","4-Seamer",93,22.2,94.9,2371,3.1,13.6,-4.8,-4,23,0.474,0.842,0.585,23.9,17.4,11.4,0.398,0.745,0.526,46.7
"1845","Paul","Fry",643316,"L","AZ","FF","4-Seamer",77,33.2,91.6,2320,4.6,19.3,2.9,2,23,0.158,0.158,0.239,33.3,26.1,26.1,0.195,0.245,0.28,53.8
"1846","Josh","Rogers",642028,"L","WSH","SL","Slider",85,20.3,81.5,2210,4.3,40.1,-2,-2,23,0.227,0.364,0.274,21.7,17.4,14.3,0.219,0.386,0.28,27.8
"1847","Sergio","Romo",489265,"R","TOR","SI","Sinker",110,32.8,85.3,2150,18.6,33,-2.8,-3,23,0.286,0.81,0.47,19.5,8.7,11.8,0.296,0.669,0.433,26.3
"1848","Elieser","Hernández",622694,"R","MIA","SI","Sinker",79,7.2,92,2075,13.7,18.7,-0.8,-1,23,0.227,0.591,0.391,20,13,20,0.219,0.536,0.332,42.1
"1849","Tyler","Beede",595881,"R","PIT","CU","Curveball",123,11.5,79.1,2060,8.7,56.4,-0.2,0,23,0.2,0.25,0.263,37.5,34.8,21.6,0.145,0.184,0.217,33.3
"1850","Trevor","May",543507,"R","NYM","SL","Slider",123,26.5,84.8,2425,5.2,40,0.9,1,23,0.182,0.318,0.235,23.3,17.4,14.8,0.204,0.326,0.25,38.9
"1851","Anderson","Severino",644429,"L","CWS","FF","4-Seamer",79,59.4,96,1950,7.5,14.2,0,0,23,0.278,0.333,0.363,16.1,17.4,23.5,0.265,0.358,0.361,50
"1852","Dallas","Keuchel",572971,"L","TEX","SL","Slider",93,8,77,2316,9.8,45.3,-3.9,-4,23,0.429,0.476,0.428,29.3,26.1,17.6,0.237,0.289,0.271,6.7
"1853","Juan","Minaya",573668,"R","MIN","CH","Changeup",64,36.8,88.4,1601,12.3,36.1,0.6,0,23,0.15,0.15,0.248,26.5,26.1,25,0.124,0.159,0.199,35.7
"1854","Adam","Oller",670124,"R","OAK","SL","Slider",120,9.3,84.2,1787,4.5,43.5,-0.3,0,22,0.238,0.333,0.277,26.1,13.6,6.4,0.251,0.367,0.276,36.8
"1855","Jordan","Montgomery",656756,"L","STL","FC","Cutter",104,3.8,88.3,2387,0.1,25.7,-0.8,-1,22,0.211,0.526,0.359,23.9,4.5,6.3,0.333,0.706,0.472,50
"1856","David","Phelps",475479,"R","TOR","CH","Changeup",86,7.5,86.5,2171,18,28.3,2,2,22,0.19,0.286,0.268,19,18.2,19,0.215,0.25,0.225,23.5
"1857","Sean","Reid-Foley",656887,"R","NYM","FF","4-Seamer",89,45.4,95.8,2259,8.1,12.6,-4.5,-4,22,0.25,0.625,0.452,32.6,9.1,6.1,0.167,0.376,0.359,42.9
"1858","Louie","Varland",686973,"R","MIN","FC","Cutter",77,18.7,89,2258,2.1,26,-0.6,0,22,0.364,0.545,0.393,18.2,4.5,11.1,0.314,0.465,0.337,42.9
"1859","Kodi","Whitley",676831,"R","STL","CH","Changeup",93,34.2,83.5,1874,12.1,24.2,-2.7,-2,22,0.143,0.286,0.368,38.6,18.2,11.1,0.158,0.223,0.361,30
"1860","Elvin","Rodriguez",660730,"R","DET","CH","Changeup",69,12.9,86.6,2096,14.9,25.5,-5.6,-4,22,0.273,0.455,0.311,22.2,22.7,22.7,0.286,0.495,0.334,35.3
"1861","Mike","Mayers",594577,"R","LAA","FC","Cutter",74,8.3,88.3,2288,1.8,27.5,-2.6,-2,22,0.412,0.647,0.552,21.1,4.5,10,0.318,0.579,0.455,31.3
"1862","Nestor","Cortes",641482,"L","NYY","SI","Sinker",76,3.1,90.7,2261,10.8,17.9,0.7,1,22,0.136,0.136,0.123,34.4,68.2,22.1,0.144,0.187,0.144,57.1
"1863","Tyler","Cyr",664202,"R","OAK","FF","4-Seamer",106,47.3,94.4,2149,4.9,12.3,2.9,3,22,0.059,0.118,0.216,24.4,40.9,25.7,0.17,0.249,0.297,62.5
"1864","Braxton","Garrett",666129,"L","MIA","CU","Curveball",149,10.4,78.7,2298,11.4,53.2,-0.4,-1,22,0.381,0.619,0.439,26.3,18.2,30.8,0.259,0.318,0.271,23.5
"1865","Spencer","Strider",675911,"R","ATL","CH","Changeup",109,4.8,88.9,2126,14.8,25,-0.9,-1,22,0.136,0.227,0.155,47.5,36.4,22.2,0.16,0.186,0.154,14.3
"1866","Chase","Anderson",502624,"R","CIN","FC","Cutter",88,17.8,90.2,2327,1,18,-1.5,-1,22,0.25,0.5,0.35,21.3,27.3,19.4,0.207,0.332,0.277,57.1
"1867","Danny","Coulombe",543056,"L","MIN","FF","4-Seamer",74,32.2,91.3,2385,3.3,16,4.1,3,22,0.188,0.25,0.298,17.1,0,0,0.283,0.355,0.36,35.3
"1868","Matt","Strahm",621381,"L","BOS","CH","Changeup",70,9.2,88.2,2157,18.4,27.8,-5.2,-4,22,0.55,0.75,0.58,17.1,4.5,5.3,0.411,0.599,0.464,31.6
"1869","Blake","Snell",605483,"L","SD","CH","Changeup",118,5,87.1,1899,13.7,26.1,-2.1,-3,22,0.211,0.211,0.309,45.7,13.6,15.8,0.216,0.281,0.251,17.6
"1870","Vladimir","Gutierrez",661269,"R","CIN","CH","Changeup",105,15.4,82.9,1737,13.1,29.9,-2.1,-2,22,0.333,0.556,0.436,28.9,9.1,10,0.306,0.399,0.382,25
"1871","Jared","Solomon",676660,"R","CIN","SL","Slider",79,50.3,86.2,2356,3.9,34.2,-0.9,-1,22,0.15,0.45,0.286,32.6,27.3,24,0.114,0.194,0.182,28.6
"1872","Cody","Morris",663752,"R","CLE","CH","Changeup",69,17.1,81.9,1402,12.3,30.8,3.7,3,22,0.111,0.111,0.177,47.6,50,26.8,0.136,0.156,0.224,25
"1873","Darwinzon","Hernández",650382,"L","BOS","FF","4-Seamer",111,61,94.3,2358,3.2,17,-7.6,-8,22,0.357,0.857,0.575,40,27.3,18.2,0.331,0.684,0.531,50
"1874","Hunter","Gaddis",683769,"R","CLE","FF","4-Seamer",91,53.2,93.4,2150,7.6,14.8,-9,-8,22,0.45,1.15,0.664,17.4,4.5,4.5,0.364,0.943,0.563,52.6
"1875","Félix","Bautista",642585,"R","BAL","SL","Slider",122,12.3,85.2,2458,5.3,39.1,-0.4,0,22,0.333,0.476,0.407,42.5,27.3,18.2,0.355,0.521,0.394,40
"1876","Ronald","Bolaños",671790,"R","KC","SL","Slider",100,30.1,84.1,2423,7.8,37.9,-0.2,0,22,0.211,0.526,0.295,44.2,36.4,38.1,0.178,0.409,0.265,30.8
"1877","Sam","Coonrod",656322,"R","PHI","SI","Sinker",72,30.5,96.4,2021,15.7,19.1,-3.7,-3,21,0.308,0.462,0.438,14.7,9.5,11.8,0.198,0.247,0.365,25
"1878","Rafael","Montero",606160,"R","HOU","SL","Slider",133,12.2,87.9,2345,6,32.6,0.4,1,21,0.19,0.238,0.188,26.3,23.8,10.9,0.135,0.265,0.17,37.5
"1879","Johan","Oviedo",670912,"R","PIT","CU","Curveball",106,10.8,78.4,2461,10.8,49.7,1.5,2,21,0.105,0.105,0.195,23.1,28.6,18.8,0.124,0.162,0.177,23.1
"1880","Fernando","Cruz",518585,"R","CIN","FC","Cutter",116,44.6,86.7,2492,6.1,32.2,0.8,1,21,0.333,0.389,0.374,29.4,4.8,9.1,0.323,0.388,0.37,17.6
"1881","Yennier","Cano",666974,"R","BAL","SL","Slider",107,27.2,87.5,2475,2.5,35.9,-0.8,-1,21,0.333,0.389,0.374,35,28.6,18.2,0.246,0.325,0.314,25
"1882","Jack","Flaherty",656427,"R","STL","CU","Curveball",109,16.5,77.2,2396,13.6,56.6,3.3,4,21,0.15,0.2,0.179,35.9,23.8,18.5,0.24,0.335,0.269,20
"1883","Daniel","Norris",596057,"L","DET","SI","Sinker",79,7.8,90.9,2252,15.7,22.7,-4.8,-4,21,0.389,0.611,0.512,11.1,0,0,0.39,0.568,0.455,38.9
"1884","Daniel","Lynch IV",663738,"L","KC","CU","Curveball",147,6,81.6,2096,1.7,45.4,-2.5,-4,21,0.5,0.7,0.531,25.5,0,0,0.356,0.605,0.428,60
"1885","J.P.","Feyereisen",656420,"R","TB","CH","Changeup",91,26.5,87.1,1456,14.5,32.9,1.6,1,21,0.1,0.1,0.162,32.6,28.6,18.2,0.195,0.255,0.218,50
"1886","Ian","Gibaut",664139,"R","CIN","CH","Changeup",77,11.1,85.9,1894,14.9,29.4,0.8,1,21,0.3,0.4,0.324,30.8,33.3,25.9,0.21,0.243,0.223,30.8
"1887","Wade","Miley",489119,"L","CHC","FF","4-Seamer",80,14.1,89.1,2263,3.3,16.7,2.1,2,21,0.118,0.176,0.236,18.8,14.3,10,0.2,0.29,0.305,38.5
"1888","Bryan","Garcia",650530,"R","DET","SL","Slider",75,23.7,85.6,2187,4.5,33.3,-1.2,-1,21,0.25,0.25,0.305,48.1,33.3,31.8,0.213,0.255,0.289,30
"1889","Ethan","Small",663629,"L","MIL","FF","4-Seamer",70,53,91,2199,2.6,14.5,-2,-1,21,0.25,0.563,0.467,30.3,19,23.5,0.327,0.68,0.489,66.7
"1890","Tommy","Romero",676720,"R","WSH","FF","4-Seamer",107,56,90.2,1953,1,13.2,-6.9,-7,21,0.462,1.308,0.714,15.6,4.8,2.8,0.438,1.04,0.654,66.7
"1891","Norge","Ruiz",650204,"R","OAK","CH","Changeup",66,18,85.4,1784,7.6,31.3,-0.5,0,21,0.474,0.526,0.469,21.1,4.8,6.3,0.357,0.466,0.391,50
"1892","Tyler","Gilbert",656457,"L","AZ","SI","Sinker",103,18.3,89.7,2026,14.1,22,-2.8,-3,21,0.316,0.789,0.481,18.6,9.5,11.1,0.315,0.609,0.423,52.9
"1893","Drew","Steckenrider",608716,"R","SEA","CH","Changeup",67,23.4,87,1758,12.2,24.1,-2.7,-2,21,0.381,0.524,0.393,23.7,14.3,12,0.399,0.506,0.396,27.8
"1894","Michael","Rucker",621074,"R","CHC","CH","Changeup",77,8.4,90,1787,14.6,29.5,3.1,2,21,0.238,0.286,0.231,13.2,9.5,7.1,0.306,0.352,0.289,52.6
"1895","Joe","Smith",501925,"R","MIN","SL","Slider",123,27.3,76.9,2223,13.7,37.3,-4.4,-5,21,0.368,0.895,0.583,20.8,4.8,2.5,0.314,0.628,0.432,38.9
"1896","Evan","Lee",681885,"L","WSH","CU","Curveball",69,41.8,80.1,2717,9.8,50.7,3.2,2,21,0.158,0.158,0.195,30,23.8,31.3,0.225,0.324,0.282,35.7
"1897","Alec","Mills",621219,"R","CHC","FF","4-Seamer",70,23.2,88.6,2195,9.1,20,-4.7,-3,21,0.316,0.842,0.495,6.3,9.5,11.1,0.258,0.626,0.398,52.9
"1898","JoJo","Romero",668941,"L","STL","SI","Sinker",70,25.8,95.2,2125,17.1,23.1,-5.6,-4,21,0.438,0.813,0.565,16.7,9.5,14.3,0.405,0.816,0.561,53.3
"1899","Zach","Eflin",621107,"R","PHI","CH","Changeup",73,6.1,87,1699,13.8,27.8,2.2,2,21,0.1,0.15,0.169,10,9.5,6.9,0.214,0.284,0.271,33.3
"1900","Jason","Foley",671345,"R","DET","FF","4-Seamer",85,8.8,96.1,2185,13,16.7,-3.2,-3,21,0.353,0.412,0.407,15,19,12.1,0.32,0.489,0.416,46.2
"1901","Joe","Ryan",657746,"R","MIN","ST","Sweeper",89,3.7,80,2269,8.6,41.2,2.6,2,21,0.095,0.143,0.145,26.9,28.6,18.8,0.19,0.219,0.181,13.3
"1902","Chris","Martin",455119,"R","LAD","FS","Splitter",79,9.2,88.4,1507,12.4,31.7,-1.4,-1,21,0.238,0.286,0.231,25,47.6,20,0.197,0.236,0.19,27.3
"1903","Jordan","Lyles",543475,"R","BAL","FC","Cutter",79,2.6,84.9,2438,4.8,34.6,2.1,2,21,0.286,0.333,0.274,18.6,19,14.3,0.281,0.364,0.28,17.6
"1904","Daniel","Castano",641447,"L","MIA","FF","4-Seamer",71,12.3,92,2239,5.3,19.6,-1.9,-1,21,0.429,0.571,0.436,5.3,9.5,6.5,0.356,0.435,0.349,42.1
"1905","Packy","Naughton",676050,"L","STL","SL","Slider",118,21,80.9,2350,3.5,42.2,-3.7,-4,21,0.35,0.65,0.436,33.3,23.8,15.2,0.316,0.52,0.379,40
"1906","Justus","Sheffield",656954,"L","SEA","SI","Sinker",63,35.2,91.7,1978,14.9,24.2,1,1,21,0.235,0.235,0.305,4.3,4.8,25,0.35,0.409,0.402,50
"1907","Trevor","Kelley",665001,"R","MIL","CU","Curveball",117,25.4,78.6,2551,8.9,45.8,-2.9,-3,21,0.238,0.619,0.352,43.5,33.3,16.7,0.153,0.346,0.21,21.4
"1908","Ralph","Garza Jr.",621248,"R","TB","FC","Cutter",51,9.9,89.4,2247,1.1,19.3,-3.2,-2,21,0.3,0.75,0.448,17.2,9.5,20,0.328,0.835,0.502,44.4
"1909","Michael","King",650633,"R","NYY","CH","Changeup",75,9.7,88.3,2152,17.8,27.4,2.8,2,21,0.095,0.095,0.09,57.9,47.6,38.5,0.129,0.158,0.125,10
"1910","Josh","Sborz",622250,"R","TEX","CU","Curveball",99,23.6,85.4,2270,12,49.5,-1.4,-1,21,0.316,0.579,0.376,39.5,42.9,29,0.217,0.313,0.244,54.5
"1911","Alex","Young",622065,"L","SF","SI","Sinker",99,22.2,90.8,2332,15.4,26.5,-2.5,-2,21,0.471,0.706,0.586,7.3,0,0,0.276,0.384,0.365,52.9
"1912","Drey","Jameson",686753,"R","AZ","SL","Slider",92,24.9,84.7,2406,6.8,35.9,2.9,3,20,0.105,0.263,0.18,46,50,33.3,0.166,0.326,0.233,33.3
"1913","Arodys","Vizcaíno",527055,"R","KC","FF","4-Seamer",65,56.5,97.3,2247,13.4,15,-1,-1,20,0.2,0.267,0.373,7.4,0,0,0.302,0.483,0.424,60
"1914","Konnor","Pilkington",663455,"L","CLE","SL","Slider",82,7.9,81.9,2234,1.9,41.1,0,0,20,0.3,0.3,0.27,29.7,20,12.1,0.342,0.49,0.361,25
"1915","Kolby","Allard",663465,"L","TEX","FC","Cutter",66,22.1,84.9,2139,3.7,32.7,-7.7,-5,20,0.333,0.889,0.523,23.3,15,23.1,0.329,0.675,0.454,46.7
"1916","Ty","Blach",621389,"L","COL","CU","Curveball",58,8.6,79.2,2387,4.5,49.9,-7.2,-4,20,0.474,1,0.62,11.1,10,9.5,0.301,0.619,0.403,35.3
"1917","Keegan","Thompson",624522,"R","CHC","ST","Sweeper",79,4.2,83.9,2746,12.3,37.2,-0.9,-1,20,0.158,0.316,0.225,45.5,55,22.9,0.169,0.367,0.252,75
"1918","Louie","Varland",686973,"R","MIN","CH","Changeup",59,14.4,83.8,1513,14.3,32.5,2.5,1,20,0.158,0.368,0.243,22.2,25,23.8,0.25,0.402,0.302,42.9
"1919","David","Price",456034,"L","LAD","FC","Cutter",106,17.8,87.9,1954,0,27.7,3.2,3,20,0.2,0.3,0.215,12.8,25,15.2,0.216,0.275,0.216,20
"1920","Yoan","López",661255,"R","NYM","SL","Slider",94,48.2,86.2,2439,5.2,39.6,2.5,2,20,0.2,0.25,0.198,37,40,22.2,0.172,0.233,0.175,25
"1921","Justin","Verlander",434378,"R","HOU","CH","Changeup",63,2.4,86.2,1756,15.7,26.5,1.6,1,20,0.167,0.167,0.205,38.5,35,23.3,0.163,0.186,0.208,0
"1922","Paolo","Espino",502179,"R","WSH","CH","Changeup",88,4.7,83.6,1423,12.3,34.1,-4.8,-4,20,0.421,0.684,0.485,19.6,0,0,0.328,0.627,0.421,68.4
"1923","Dennis","Santana",642701,"R","TEX","FF","4-Seamer",72,7.3,97.7,2510,12.8,13.9,3.6,3,20,0,0,0.14,32.3,50,27,0.064,0.071,0.188,16.7
"1924","Adrian","Sampson",592716,"R","CHC","FC","Cutter",90,5.3,84.9,2493,3.3,37.7,0.2,0,20,0.222,0.389,0.305,50,40,23.5,0.228,0.277,0.269,60
"1925","Kyle","Hendricks",543294,"R","CHC","CU","Curveball",160,11.9,72.7,2983,13.7,67.5,-3,-5,20,0.421,0.789,0.568,33.3,10,9.5,0.29,0.504,0.355,35.3
"1926","J.B.","Wendelken",605525,"R","AZ","CH","Changeup",79,16.2,85.5,1628,15.4,32.6,4.2,3,20,0.15,0.2,0.153,30.4,25,17.2,0.233,0.3,0.235,26.7
"1927","Touki","Toussaint",657053,"R","LAA","FS","Splitter",87,20.2,86.6,1568,10.5,33.6,0.5,0,20,0.059,0.059,0.15,37.8,25,18.5,0.156,0.18,0.23,41.7
"1928","Richard","Bleier",542947,"L","MIA","SL","Slider",121,15.8,77.7,2017,8.8,48.3,0.2,0,20,0.211,0.263,0.233,42.3,40,18.6,0.14,0.161,0.16,0
"1929","Luis","Perdomo",606131,"R","MIL","SL","Slider",79,27.7,85.2,2332,2.1,37.7,1.6,1,20,0.111,0.278,0.26,55.6,45,39.1,0.193,0.399,0.295,44.4
"1930","Collin","Wiles",621079,"R","OAK","FC","Cutter",64,41.6,86.9,2228,3.9,27.4,-1.2,-1,20,0.368,0.737,0.475,31.4,10,14.3,0.256,0.463,0.325,23.5
"1931","John","King",667463,"L","TEX","FC","Cutter",56,7.5,86.9,2433,0.3,32.3,-5.7,-3,20,0.389,0.833,0.575,29.7,20,44.4,0.246,0.498,0.355,42.9
"1932","Keegan","Thompson",624522,"R","CHC","SI","Sinker",86,4.6,92.8,2335,12.6,18.7,1.3,1,20,0.125,0.125,0.23,15.2,5,12.5,0.2,0.239,0.295,33.3
"1933","Bryan","Shaw",543766,"R","CLE","CU","Curveball",82,8.5,82.7,2230,6.8,52.8,-4.4,-4,20,0.263,0.842,0.46,23.5,35,18.9,0.284,0.801,0.468,58.3
"1934","Seth","Martinez",661527,"R","HOU","CH","Changeup",74,12.5,86.5,1719,15.2,37.2,1.5,1,20,0.15,0.15,0.18,20,10,6.7,0.263,0.331,0.258,33.3
"1935","Lance","Lynn",458681,"R","CWS","CH","Changeup",76,3.8,85.8,1872,11.8,31.3,-7.1,-5,20,0.4,0.85,0.525,21.2,30,18.8,0.322,0.632,0.41,35.7
"1936","Manuel","Rodríguez",655889,"R","CHC","SL","Slider",70,34.5,87.2,2317,2.7,40.6,-0.6,0,20,0.222,0.389,0.303,36.1,35,22.6,0.217,0.261,0.261,9.1
"1937","Brandon","Bielak",656232,"R","HOU","FF","4-Seamer",79,35,93.4,2421,7.3,13.9,1.2,1,20,0.278,0.5,0.368,18.6,20,21.1,0.238,0.417,0.325,50
"1938","Tommy","Milone",543548,"L","SEA","FF","4-Seamer",100,42,86.6,2205,6.5,18.7,0.9,1,20,0.176,0.353,0.295,5.6,0,0,0.281,0.391,0.355,11.8
"1939","Josh","Winckowski",670174,"R","BOS","FC","Cutter",131,11,88.5,2140,4.1,29.9,1.3,2,20,0.211,0.421,0.288,30.4,5,8.3,0.303,0.459,0.349,38.9
"1940","Robert","Dugger",667498,"R","CIN","FF","4-Seamer",64,22.5,89.4,2120,7.4,19.3,3,2,20,0.105,0.263,0.18,34.4,45,32.1,0.153,0.334,0.228,50
"1941","Tucker","Davidson",656353,"L","LAA","CU","Curveball",73,8,78.1,2473,8,53.9,-0.8,-1,20,0.222,0.389,0.305,20.7,10,15.4,0.23,0.357,0.3,50
"1942","Louie","Varland",686973,"R","MIN","SL","Slider",79,19.2,83.3,2332,8.7,41,-2.2,-2,20,0.316,0.316,0.305,25,25,12.8,0.317,0.369,0.321,28.6
"1943","Domingo","Tapia",593619,"R","OAK","FF","4-Seamer",91,25.1,97.9,2275,12,12.4,-2.8,-3,20,0.467,0.6,0.553,7.5,20,10.3,0.322,0.403,0.417,45.5
"1944","Kenny","Rosenberg",670046,"L","LAA","CH","Changeup",65,33.7,81,1596,11.6,30.9,3.3,2,20,0.111,0.278,0.225,31.7,30,23.1,0.179,0.288,0.213,38.5
